,front_house_area,house_area,street,quality,year_built,year_remodel_add,garage_year_build,basement_quality,basement_area,central_air_conditioning,heating,grade_living_area,wood_deck_area
1348,69.30579531442663,16196,Pave,7,1998,1998,1998.0,Gd,1482.0,Y,GasA,1494,402
1350,91.0,11643,Pave,5,1969,1969,1969.0,TA,1248.0,Y,GasA,2634,0
1351,70.0,9247,Pave,6,1962,1962,1962.0,TA,858.0,Y,GasA,1716,0
1352,50.0,6000,Pave,6,1937,2000,1999.0,TA,698.0,Y,GasA,1176,210
1354,69.30579531442663,10316,Pave,7,2000,2000,2000.0,Gd,992.0,Y,GasA,1865,0
1355,102.0,10192,Pave,7,1968,1992,1968.0,TA,570.0,Y,GasA,1920,0
1356,69.30579531442663,9477,Pave,5,1966,1966,1966.0,TA,864.0,Y,GasA,892,0
1357,69.30579531442663,12537,Pave,5,1971,2008,1971.0,TA,1078.0,Y,GasA,1078,0
1358,69.30579531442663,2117,Pave,6,2000,2000,2000.0,Gd,756.0,Y,GasA,1573,0
1359,129.0,16737,Pave,9,2004,2005,2004.0,Ex,1980.0,Y,GasA,1980,194
1360,51.0,9842,Pave,5,1921,1998,1998.0,TA,612.0,Y,GasA,2601,183
1361,124.0,16158,Pave,7,2005,2005,2005.0,Ex,1530.0,Y,GasA,1530,168
1362,69.30579531442663,12513,Pave,4,1920,2007,1920.0,TA,715.0,Y,GasA,1738,55
1363,73.0,8499,Pave,6,2006,2007,2007.0,Gd,616.0,Y,GasA,1412,0
1364,30.0,3180,Pave,7,2005,2005,2005.0,Gd,600.0,Y,GasA,1200,0
1365,69.30579531442663,7500,Pave,7,2000,2000,2000.0,Gd,814.0,Y,GasA,1674,0
1366,68.0,9179,Pave,7,1999,1999,1999.0,Gd,873.0,Y,GasA,1790,0
1367,41.0,2665,Pave,5,1977,1977,1977.0,TA,757.0,Y,GasA,1475,104
1368,69.30579531442663,4435,Pave,6,2003,2004,2003.0,Gd,848.0,Y,GasA,848,140
1369,48.0,10635,Pave,8,2003,2003,2003.0,Gd,1657.0,Y,GasA,1668,0
1370,90.0,5400,Pave,4,1920,1950,1967.0,TA,840.0,Y,GasA,1374,0
1371,80.0,9600,Pave,6,1955,1996,1955.0,TA,992.0,Y,GasA,1661,0
1372,75.0,9750,Pave,7,1998,1998,1998.0,Gd,1108.0,Y,GasA,2097,253
1374,85.0,10625,Pave,7,2005,2005,2005.0,Gd,1026.0,Y,GasA,1958,154
1375,89.0,10991,Pave,8,2007,2007,2007.0,Gd,1571.0,Y,GasA,1571,100
1376,52.0,6292,Pave,6,1930,1950,1925.0,Gd,768.0,N,GasA,790,0
1377,60.0,10998,Pave,5,1941,1960,1977.0,TA,984.0,Y,GasA,1604,0
1379,73.0,9735,Pave,5,2006,2007,2007.0,Gd,384.0,Y,GasA,1394,100
1381,69.30579531442663,12925,Pave,6,1970,1970,1970.0,TA,1205.0,Y,GasA,2117,0
1382,60.0,7200,Pave,7,1920,1950,1989.0,Fa,596.0,Y,GasA,1762,36
1383,69.30579531442663,25339,Pave,5,1918,2007,2007.0,TA,816.0,Y,GasA,1416,0
1384,60.0,9060,Pave,6,1939,1950,1939.0,TA,560.0,Y,GasA,1258,0
1385,40.0,5436,Pave,4,1922,2007,1922.0,TA,796.0,Y,GasA,1154,0
1387,60.0,8520,Pave,6,1916,1950,1916.0,TA,714.0,N,GasW,2526,88
1388,42.0,14892,Pave,9,2006,2007,2006.0,Ex,1746.0,Y,GasA,1746,201
1389,60.0,6000,Pave,6,1941,1950,2003.0,TA,735.0,Y,GasA,1218,0
1390,70.0,9100,Pave,7,2000,2000,2000.0,Gd,1525.0,Y,GasA,1525,219
1391,65.0,8944,Pave,5,1967,1967,1967.0,TA,1584.0,Y,GasA,1584,0
1392,68.0,7838,Pave,5,1967,1967,1967.0,TA,864.0,Y,GasA,900,175
1393,60.0,10800,Pave,6,1905,2000,2003.0,Fa,482.0,N,GasA,1912,0
1394,53.0,4045,Pave,7,2006,2006,2006.0,Gd,1356.0,Y,GasA,1500,161
1395,88.0,12665,Pave,8,2005,2006,2005.0,Gd,1094.0,Y,GasA,2482,144
1396,69.30579531442663,57200,Pave,5,1948,1950,1966.0,TA,747.0,Y,GasA,1687,0
1397,51.0,6120,Pave,5,1920,2004,1933.0,TA,939.0,Y,GasA,1513,24
1398,60.0,7200,Pave,5,1950,1982,1950.0,TA,1208.0,Y,GasA,1904,0
1399,51.0,6171,Pave,6,1925,1990,1925.0,TA,976.0,Y,GasA,1608,147
1400,50.0,6000,Pave,6,1929,1950,1929.0,TA,862.0,Y,GasA,1158,0
1401,62.0,7415,Pave,6,2004,2004,2004.0,TA,839.0,Y,GasA,1593,100
1402,64.0,6762,Pave,7,2006,2006,2006.0,Gd,1286.0,Y,GasA,1294,168
1403,49.0,15256,Pave,8,2007,2007,2007.0,Gd,1485.0,Y,GasA,1464,168
1404,60.0,10410,Pave,3,1915,1950,1998.0,TA,672.0,Y,GasA,1214,216
1405,44.0,3842,Pave,8,2004,2005,2004.0,Ex,1594.0,Y,GasA,1646,128
1406,70.0,8445,Pave,5,1972,2007,1988.0,Gd,768.0,Y,GasA,768,58
1407,69.30579531442663,8780,Pave,5,1985,1985,1978.1134057971014,TA,833.0,Y,GasA,833,0
1408,60.0,7740,Pave,4,1910,1950,1966.0,Fa,622.0,Y,GasA,1363,0
1409,46.0,20544,Pave,7,1986,1991,1986.0,Gd,791.0,Y,GasA,2093,364
1410,79.0,12420,Pave,7,2001,2001,2001.0,Gd,944.0,Y,GasA,1840,0
1411,80.0,9600,Pave,6,1950,2005,1950.0,TA,856.0,Y,GasA,1668,0
1413,88.0,10994,Pave,8,2005,2006,2005.0,Gd,1844.0,Y,GasA,1844,165
1414,64.0,13053,Pave,6,1923,2000,1922.0,TA,833.0,Y,GasA,1848,0
1415,51.0,3635,Pave,7,2007,2007,2007.0,Gd,1386.0,Y,GasA,1569,143
1417,69.30579531442663,16545,Pave,8,1998,1998,1998.0,Gd,1284.0,Y,GasA,2450,0
1418,71.0,9204,Pave,5,1963,1963,1962.0,TA,1144.0,Y,GasA,1144,0
1419,69.30579531442663,16381,Pave,6,1969,1969,1969.0,TA,1844.0,Y,GasA,1844,0
1420,90.0,11700,Pave,6,1968,1968,1968.0,TA,708.0,Y,GasA,1416,0
1421,53.0,4043,Pave,6,1977,1977,1977.0,Gd,1069.0,Y,GasA,1069,0
1422,37.0,4435,Pave,6,2003,2003,2003.0,Gd,848.0,Y,GasA,848,140
1424,69.30579531442663,9503,Pave,5,1958,1983,1970.0,TA,1024.0,Y,GasA,1344,316
1425,80.0,10721,Pave,6,1959,1959,1960.0,TA,1252.0,Y,GasA,1252,0
1426,81.0,10944,Pave,7,1994,1994,1994.0,Gd,1223.0,Y,GasA,2127,171
1427,60.0,10930,Pave,5,1945,1950,1962.0,TA,913.0,Y,GasA,1558,0
1428,60.0,7200,Pave,5,1940,1992,1940.0,TA,788.0,Y,GasA,804,0
1429,69.30579531442663,12546,Pave,6,1981,1981,1981.0,Gd,1440.0,Y,GasA,1440,0
1430,60.0,21930,Pave,5,2005,2005,2005.0,Gd,732.0,Y,GasA,1838,100
1431,69.30579531442663,4928,Pave,6,1976,1976,1976.0,Gd,958.0,Y,GasA,958,0
1433,93.0,10261,Pave,6,2000,2000,2000.0,Gd,936.0,Y,GasA,1792,0
1434,80.0,17400,Pave,5,1977,1977,1977.0,TA,1126.0,Y,GasA,1126,295
1435,80.0,8400,Pave,6,1962,2005,1962.0,TA,1319.0,Y,GasA,1537,0
1436,60.0,9000,Pave,4,1971,1971,1974.0,TA,864.0,Y,GasA,864,0
1437,96.0,12444,Pave,8,2008,2008,2008.0,Ex,1932.0,Y,GasA,1932,0
1438,90.0,7407,Pave,6,1957,1996,1957.0,TA,912.0,Y,GasA,1236,0
1439,80.0,11584,Pave,7,1979,1979,1979.0,TA,539.0,Y,GasA,1725,0
1440,79.0,11526,Pave,6,1922,1994,1993.0,Ex,588.0,Y,GasA,2555,431
1441,69.30579531442663,4426,Pave,6,2004,2004,2004.0,Gd,848.0,Y,GasA,848,149
1442,85.0,11003,Pave,10,2008,2008,2008.0,Ex,1017.0,Y,GasA,2007,168
1443,69.30579531442663,8854,Pave,6,1916,1950,1916.0,TA,952.0,N,Grav,952,0
1444,63.0,8500,Pave,7,2004,2004,2004.0,Gd,1422.0,Y,GasA,1422,192
1445,70.0,8400,Pave,6,1966,1966,1990.0,TA,814.0,Y,GasA,913,0
1446,69.30579531442663,26142,Pave,5,1962,1962,1962.0,TA,1188.0,Y,GasA,1188,261
1447,80.0,10000,Pave,8,1995,1996,1995.0,Gd,1220.0,Y,GasA,2090,0
1448,70.0,11767,Pave,4,1910,2000,1950.0,Fa,560.0,N,GasA,1346,168
1450,60.0,9000,Pave,5,1974,1974,1978.1134057971014,Gd,896.0,Y,GasA,1792,32
1451,78.0,9262,Pave,8,2008,2009,2008.0,Gd,1573.0,Y,GasA,1578,0
1452,35.0,3675,Pave,5,2005,2005,2005.0,Gd,547.0,Y,GasA,1072,0
1453,90.0,17217,Pave,5,2006,2006,1978.1134057971014,Gd,1140.0,Y,GasA,1140,36
1454,62.0,7500,Pave,7,2004,2005,2004.0,Gd,1221.0,Y,GasA,1221,0
1455,62.0,7917,Pave,6,1999,2000,1999.0,Gd,953.0,Y,GasA,1647,0
1456,85.0,13175,Pave,6,1978,1988,1978.0,Gd,1542.0,Y,GasA,2073,349
1457,66.0,9042,Pave,7,1941,2006,1941.0,TA,1152.0,Y,GasA,2340,0
1458,68.0,9717,Pave,5,1950,1996,1950.0,TA,1078.0,Y,GasA,1078,366
1460,80.0,11622,Pave,5,1961,1961,1961.0,TA,882.0,Y,GasA,896,140
1461,81.0,14267,Pave,6,1958,1958,1958.0,TA,1329.0,Y,GasA,1329,393
1462,74.0,13830,Pave,5,1997,1998,1997.0,Gd,928.0,Y,GasA,1629,212
1463,78.0,9978,Pave,6,1998,1998,1998.0,TA,926.0,Y,GasA,1604,360
1464,43.0,5005,Pave,8,1992,1992,1992.0,Gd,1280.0,Y,GasA,1280,0
1465,75.0,10000,Pave,6,1993,1994,1993.0,Gd,763.0,Y,GasA,1655,157
1466,69.30579531442663,7980,Pave,6,1992,2007,1992.0,Gd,1168.0,Y,GasA,1187,483
1467,63.0,8402,Pave,6,1998,1998,1998.0,Gd,789.0,Y,GasA,1465,0
1468,85.0,10176,Pave,7,1990,1990,1990.0,Gd,1300.0,Y,GasA,1341,192
1469,70.0,8400,Pave,4,1970,1970,1970.0,TA,882.0,Y,GasA,882,240
1470,26.0,5858,Pave,7,1999,1999,1999.0,Gd,1405.0,Y,GasA,1337,203
1473,24.0,2280,Pave,6,1975,1975,1975.0,TA,855.0,Y,GasA,1456,173
1474,24.0,2280,Pave,7,1975,1975,1975.0,Gd,836.0,Y,GasA,836,0
1475,102.0,12858,Pave,9,2009,2010,2009.0,Ex,1590.0,Y,GasA,2334,144
1476,94.0,12883,Pave,8,2009,2010,2009.0,Gd,1544.0,Y,GasA,1544,0
1477,90.0,11520,Pave,9,2005,2005,2005.0,Ex,1698.0,Y,GasA,1698,192
1478,79.0,14122,Pave,8,2005,2006,2005.0,Ex,1822.0,Y,GasA,1822,0
1480,105.0,13650,Pave,8,2002,2002,2002.0,Gd,1671.0,Y,GasA,2250,238
1481,41.0,7132,Pave,8,2006,2006,2006.0,Gd,1370.0,Y,GasA,1370,120
1482,100.0,18494,Pave,6,2005,2005,2005.0,Gd,1324.0,Y,GasA,1324,36
1483,43.0,3203,Pave,7,2006,2006,2006.0,Gd,1145.0,Y,GasA,1145,100
1484,67.0,13300,Pave,7,2004,2004,2004.0,Gd,384.0,Y,GasA,1374,100
1485,63.0,8577,Pave,7,2004,2004,2004.0,Gd,847.0,Y,GasA,1733,144
1486,60.0,17433,Pave,8,1998,1998,1998.0,Ex,1629.0,Y,GasA,2475,23
1487,73.0,8987,Pave,8,2005,2006,2005.0,Gd,1595.0,Y,GasA,1595,144
1488,92.0,9215,Pave,7,2009,2010,2009.0,Gd,1218.0,Y,GasA,1218,0
1489,84.0,10440,Pave,6,2005,2005,2005.0,Ex,1468.0,Y,GasA,1468,0
1490,70.0,11920,Pave,7,2004,2004,2004.0,Gd,831.0,Y,GasA,1659,144
1491,70.0,9800,Pave,5,1920,1950,1920.0,TA,816.0,N,GasA,1012,121
1492,39.0,15410,Pave,6,1974,2002,1974.0,TA,1208.0,Y,GasA,1494,296
1493,85.0,13143,Pave,8,1993,1993,1993.0,Gd,1231.0,Y,GasA,2349,32
1494,88.0,11134,Pave,8,1992,1993,1992.0,Gd,1390.0,Y,GasA,2225,198
1495,25.0,4835,Pave,7,2004,2005,2004.0,Ex,1488.0,Y,GasA,1488,168
1496,39.0,3515,Pave,7,2004,2004,2004.0,Gd,840.0,Y,GasA,1680,0
1497,30.0,3215,Pave,7,2004,2004,2004.0,Gd,600.0,Y,GasA,1200,0
1498,24.0,2544,Pave,7,2004,2005,2004.0,Gd,600.0,Y,GasA,1200,0
1499,24.0,2544,Pave,6,2005,2005,2005.0,Gd,600.0,Y,GasA,1236,0
1500,69.30579531442663,2980,Pave,6,2000,2000,2000.0,Gd,756.0,Y,GasA,1512,0
1501,69.30579531442663,2403,Pave,7,2003,2003,2003.0,Gd,530.0,Y,GasA,1080,0
1503,68.0,7379,Pave,8,2000,2000,2000.0,Gd,975.0,Y,GasA,1848,280
1504,80.0,8000,Pave,7,2002,2002,2002.0,Gd,1492.0,Y,GasA,1492,277
1505,69.30579531442663,10456,Pave,6,1967,1967,1967.0,TA,1829.0,Y,GasA,1829,0
1506,80.0,10791,Pave,6,1993,1993,1993.0,Gd,1280.0,Y,GasA,2495,224
1507,69.30579531442663,18837,Pave,6,1978,1978,1978.0,Gd,1224.0,Y,GasA,1891,0
1508,80.0,9600,Pave,6,1971,1971,1971.0,TA,715.0,Y,GasA,1645,0
1509,80.0,9600,Pave,5,1966,1966,1966.0,TA,1232.0,Y,GasA,1232,0
1510,90.0,9900,Pave,5,1966,1966,1966.0,Gd,1209.0,Y,GasA,1209,0
1511,88.0,9680,Pave,5,1967,1967,1967.0,TA,1510.0,Y,GasA,1510,0
1512,69.30579531442663,10600,Pave,6,1964,1964,1964.0,TA,533.0,Y,GasA,1775,0
1513,98.0,13260,Pave,5,1962,2001,1978.1134057971014,TA,1728.0,Y,GasA,1728,0
1514,68.0,9724,Pave,5,1952,2002,1994.0,TA,1140.0,Y,GasA,2461,0
1515,120.0,17360,Pave,6,1949,1950,1949.0,TA,782.0,Y,GasA,1556,0
1516,75.0,11380,Pave,6,1966,2008,1966.0,TA,1080.0,Y,GasA,1128,238
1517,70.0,8267,Pave,5,1958,1958,1958.0,TA,1604.0,Y,GasA,1604,42
1518,70.0,8197,Pave,7,2003,2009,2003.0,Gd,1480.0,Y,GasA,1480,252
1519,69.30579531442663,8050,Pave,5,1959,1959,1959.0,TA,1143.0,Y,GasA,1143,0
1520,87.0,10725,Pave,5,1959,1959,1959.0,TA,1206.0,Y,GasA,1206,0
1521,80.0,10032,Pave,6,1959,1959,1956.0,TA,1244.0,Y,GasA,1580,0
1522,60.0,8382,Pave,4,1956,1956,1956.0,TA,832.0,Y,GasA,1337,0
1523,60.0,10950,Pave,5,1952,1952,1952.0,TA,864.0,Y,GasA,1064,0
1524,119.0,10895,Pave,5,1955,1955,1955.0,TA,972.0,Y,GasA,972,0
1525,70.0,13587,Pave,5,1958,1958,1958.0,TA,988.0,Y,GasA,988,0
1526,65.0,7898,Pave,4,1920,1994,1989.0,TA,576.0,Y,GasA,985,0
1527,60.0,8064,Pave,6,1948,2004,1950.0,TA,816.0,Y,GasA,1224,414
1528,81.0,7635,Pave,5,1960,1960,1960.0,TA,1175.0,Y,GasA,1175,0
1531,56.0,4485,Pave,5,1920,1950,1978.1134057971014,TA,936.0,Y,GasA,936,51
1532,69.0,5805,Pave,5,1957,1957,1957.0,TA,1347.0,Y,GasA,1347,0
1533,50.0,6900,Pave,6,1938,2000,1938.0,Gd,827.0,Y,GasA,1251,0
1534,69.0,11851,Pave,5,1948,2009,1948.0,TA,1027.0,Y,GasA,1633,0
1535,69.30579531442663,8239,Pave,5,1920,1962,1962.0,TA,1008.0,Y,GasA,1245,0
1536,68.0,9656,Pave,2,1923,1970,1928.0,Fa,678.0,N,GasA,832,0
1539,100.0,9045,Pave,5,1910,1950,1978.1134057971014,TA,840.0,N,Grav,2256,0
1540,60.0,10560,Pave,6,1922,1994,1970.0,Fa,738.0,Y,GasA,1470,0
1541,53.0,5830,Pave,5,1950,1997,1950.0,TA,988.0,Y,GasA,1612,0
1542,69.30579531442663,7793,Pave,7,1922,2005,1928.0,Gd,1108.0,N,GasA,2068,0
1543,50.0,5000,Pave,4,1925,1950,1926.0,TA,765.0,N,GasA,765,135
1544,50.0,6000,Pave,6,1939,1950,1939.0,TA,608.0,Y,GasA,1132,0
1545,50.0,6000,Pave,6,1940,1950,1973.0,TA,572.0,Y,GasA,1196,0
1546,53.0,6360,Pave,5,1942,1950,1942.0,TA,835.0,Y,GasA,1453,0
1547,50.0,6000,Pave,6,1948,1950,1948.0,TA,780.0,Y,GasA,1416,221
1548,52.0,6240,Pave,5,1936,1980,1979.0,TA,528.0,Y,GasA,1040,306
1549,52.0,6240,Pave,5,1930,1950,1930.0,TA,928.0,Y,GasA,1536,0
1550,51.0,6120,Pave,6,1923,1950,1923.0,Fa,1124.0,Y,GasA,1068,0
1551,57.0,8094,Pave,4,1915,1950,1915.0,TA,888.0,Y,GasA,1962,160
1552,60.0,12900,Pave,6,1912,2009,1978.1134057971014,TA,780.0,Y,GasA,1560,344
1553,52.0,3068,Pave,6,1920,1993,1920.0,TA,662.0,Y,GasA,1324,0
1554,100.0,15263,Pave,5,1959,1959,1959.0,Gd,1422.0,Y,GasA,1675,0
1555,72.0,10632,Pave,5,1917,1950,1917.0,Gd,689.0,N,GasA,1224,0
1556,60.0,9900,Pave,5,1915,1950,1978.1134057971014,TA,1212.0,N,GasA,1392,0
1557,65.0,6001,Pave,6,1940,1950,1940.0,Fa,600.0,N,GasA,919,0
1558,69.30579531442663,6449,Pave,4,1907,1950,1978.1134057971014,TA,707.0,N,GasW,1884,0
1559,60.0,6048,Pave,5,1910,1950,1910.0,TA,856.0,Y,GasA,1680,56
1560,72.0,10773,Pave,4,1967,1967,1978.1134057971014,TA,1832.0,N,GasA,1832,0
1561,65.0,7800,Pave,5,1966,2008,1966.0,TA,864.0,Y,GasA,892,0
1562,65.0,7832,Pave,5,1968,1968,1969.0,TA,864.0,Y,GasA,864,226
1563,69.30579531442663,7424,Pave,5,1978,1978,1978.0,Gd,1319.0,Y,GasA,1373,0
1564,86.0,11227,Pave,5,1968,1968,1968.0,TA,720.0,Y,GasA,1440,192
1566,94.0,9259,Pave,4,1927,1950,1945.0,Fa,660.0,N,GasA,756,80
1567,69.30579531442663,17082,Pave,6,1978,1992,1978.0,Gd,1117.0,Y,GasA,1981,336
1568,124.0,18600,Pave,3,1938,1990,1938.0,TA,972.0,Y,GasA,1610,0
1569,65.0,11479,Pave,6,1950,1987,1987.0,TA,663.0,Y,GasA,1074,0
1570,50.0,9350,Pave,4,1947,1979,1947.0,TA,756.0,Y,GasA,1531,0
1571,75.0,9525,Pave,5,1954,1998,1954.0,TA,1172.0,Y,GasA,1172,240
1572,44.0,17485,Pave,7,2009,2010,2009.0,Gd,1508.0,Y,GasA,1508,0
1573,69.30579531442663,11200,Pave,5,1964,1964,1964.0,TA,1250.0,Y,GasA,1298,0
1574,83.0,11980,Pave,7,1987,1987,1987.0,Gd,1433.0,Y,GasA,1433,0
1575,87.0,12361,Pave,6,1993,1993,2000.0,Gd,946.0,Y,GasA,1802,450
1578,82.0,11105,Pave,5,1996,1996,1998.0,Gd,870.0,Y,GasA,965,71
1579,69.30579531442663,9337,Pave,7,1997,1998,1997.0,Gd,878.0,Y,GasA,1692,0
1580,38.0,15240,Pave,5,1977,2004,1977.0,Gd,1026.0,Y,GasA,1026,316
1581,68.0,7480,Pave,5,1972,1972,1977.0,TA,876.0,Y,GasA,876,0
1582,80.0,10389,Pave,8,2003,2003,2003.0,Gd,1978.0,Y,GasA,1978,188
1583,75.0,9375,Pave,7,1997,1997,1997.0,Gd,1040.0,Y,GasA,2098,331
1584,69.30579531442663,4435,Pave,6,2003,2003,2003.0,Gd,848.0,Y,GasA,848,140
1586,68.0,8842,Pave,5,1954,1954,1954.0,Fa,381.0,Y,GasA,992,60
1587,60.0,10044,Pave,5,1968,1968,1968.0,Gd,1196.0,Y,GasA,1196,257
1588,89.0,11792,Pave,4,1948,1950,1956.0,TA,744.0,N,GasA,1120,0
1589,65.0,6305,Pave,6,1975,1975,1975.0,TA,1008.0,Y,GasA,1096,0
1590,64.0,6410,Pave,4,1958,1958,1978.1134057971014,TA,960.0,Y,GasA,960,0
1591,67.0,4853,Pave,5,1924,1999,1979.0,TA,1107.0,N,GasA,1296,0
1592,69.30579531442663,7890,Pave,6,1939,1950,1939.0,TA,856.0,Y,GasA,856,0
1594,51.0,9839,Pave,5,1931,1950,1978.1134057971014,TA,894.0,Y,GasA,1666,0
1595,78.0,10452,Pave,7,1941,1985,1941.0,Gd,1528.0,Y,GasA,2133,0
1596,78.0,15600,Pave,5,1950,1991,1950.0,TA,1032.0,Y,GasA,2177,0
1597,85.0,19645,Pave,7,1994,2007,1994.0,Gd,423.0,Y,GasA,1652,0
1598,35.0,3907,Pave,8,1989,1989,1989.0,Gd,982.0,Y,GasA,1034,141
1599,35.0,3907,Pave,8,1989,1989,1989.0,Gd,1191.0,Y,GasA,1191,112
1601,50.0,9140,Pave,6,1921,1975,1950.0,TA,629.0,Y,GasA,1107,0
1603,44.0,3811,Pave,8,2004,2005,2004.0,Ex,1594.0,Y,GasA,1646,128
1604,85.0,11050,Pave,8,1998,1999,1998.0,Gd,1049.0,Y,GasA,1916,0
1605,74.0,9620,Pave,6,1977,1977,1977.0,TA,1243.0,Y,GasA,1285,375
1606,69.30579531442663,12760,Pave,6,1976,1976,1976.0,TA,1958.0,Y,GasA,2048,0
1607,88.0,11896,Pave,7,2008,2008,2008.0,Gd,1336.0,Y,GasA,1346,100
1608,73.0,9803,Pave,7,2009,2010,2010.0,Gd,1214.0,Y,GasA,1214,0
1609,73.0,9802,Pave,5,2006,2007,2007.0,Gd,384.0,Y,GasA,1444,100
1610,85.0,15300,Pave,5,1965,1977,1965.0,TA,1068.0,Y,GasA,1264,0
1611,93.0,10114,Pave,5,2004,2005,2004.0,Ex,1430.0,Y,GasA,1430,0
1612,69.30579531442663,11875,Pave,5,1999,1999,2001.0,Gd,1344.0,Y,GasA,1344,328
1613,31.0,2394,Pave,5,1973,1973,1973.0,Gd,945.0,Y,GasA,945,174
1617,50.0,6953,Pave,5,1971,2004,1971.0,TA,864.0,Y,GasA,874,0
1618,76.0,12887,Pave,5,1984,1984,1984.0,Gd,833.0,Y,GasA,833,431
1619,70.0,7700,Pave,5,1985,1986,1985.0,TA,1216.0,Y,GasA,2432,200
1620,63.0,10475,Pave,5,1991,1991,1993.0,Gd,624.0,Y,GasA,1274,22
1621,68.0,10544,Pave,5,1969,1969,1969.0,TA,864.0,Y,GasA,1479,287
1622,76.0,9892,Pave,8,1994,1995,1994.0,Gd,1679.0,Y,GasA,1803,129
1623,74.0,12961,Pave,6,1993,1994,1993.0,Gd,1152.0,Y,GasA,1797,162
1624,74.0,13008,Pave,6,1956,1956,1956.0,Fa,882.0,Y,GasA,882,0
1625,85.0,10200,Pave,6,1974,1974,1974.0,TA,1434.0,Y,GasA,1434,80
1626,88.0,10179,Pave,6,1997,1997,1997.0,Gd,945.0,Y,GasA,1608,252
1627,69.30579531442663,11792,Pave,8,2003,2003,2003.0,Gd,1008.0,Y,GasA,2283,120
1628,60.0,8400,Pave,7,1996,1997,1996.0,Gd,384.0,Y,GasA,1628,48
1630,61.0,7380,Pave,8,1998,1998,1998.0,Gd,1418.0,Y,GasA,1478,168
1631,57.0,8013,Pave,8,1995,1996,1995.0,Gd,1587.0,Y,GasA,1734,52
1632,57.0,8923,Pave,7,1998,1998,1998.0,Gd,384.0,Y,GasA,1382,256
1633,60.0,7500,Pave,6,1998,1999,1998.0,Gd,952.0,Y,GasA,1636,0
1634,69.30579531442663,8803,Pave,6,1994,1995,1994.0,Gd,707.0,Y,GasA,1516,0
1635,58.0,7250,Pave,6,1993,1993,1993.0,Gd,1181.0,Y,GasA,1190,0
1636,85.0,11900,Pave,5,1977,1977,1977.0,Gd,1122.0,Y,GasA,1934,0
1637,69.30579531442663,13250,Pave,7,1978,1978,1978.0,Gd,832.0,Y,GasA,2050,192
1638,80.0,10928,Pave,6,1978,1986,1978.0,TA,1427.0,Y,GasA,1671,252
1639,69.30579531442663,12388,Pave,7,1980,1991,1980.0,Gd,1043.0,Y,GasA,2673,178
1640,80.0,11088,Pave,6,1978,1998,1978.0,TA,1140.0,Y,GasA,1707,0
1641,70.0,7000,Pave,7,2003,2003,2003.0,Gd,926.0,Y,GasA,1884,0
1642,69.30579531442663,7500,Pave,8,2000,2001,2000.0,Gd,1058.0,Y,GasA,1874,0
1643,69.30579531442663,8470,Pave,8,2002,2002,2002.0,Gd,972.0,Y,GasA,1811,225
1644,69.30579531442663,9373,Pave,5,1975,1975,1975.0,Gd,1621.0,Y,GasA,1621,0
1645,78.0,10140,Pave,6,1974,1974,1974.0,TA,1116.0,Y,GasA,1116,0
1646,85.0,11050,Pave,7,1975,1975,1975.0,TA,1176.0,Y,GasA,1193,40
1647,69.30579531442663,7830,Pave,5,1970,1970,1970.0,TA,1180.0,Y,GasA,1180,0
1648,69.30579531442663,8510,Pave,5,1971,1971,1971.0,Gd,1043.0,Y,GasA,1050,0
1649,60.0,7038,Pave,4,1970,1970,2001.0,TA,864.0,Y,GasA,864,210
1650,60.0,9000,Pave,4,1971,2006,1986.0,TA,864.0,Y,GasA,864,200
1653,24.0,2308,Pave,6,1976,1976,1976.0,Gd,804.0,Y,GasA,1548,108
1654,24.0,2280,Pave,7,1975,1975,1975.0,Gd,1057.0,Y,GasA,1055,0
1655,24.0,2349,Pave,6,1977,1977,1977.0,Gd,855.0,Y,GasA,1456,0
1656,24.0,2364,Pave,6,1978,1978,1978.0,Gd,804.0,Y,GasA,1548,108
1657,24.0,2364,Pave,6,1978,1978,1978.0,Gd,855.0,Y,GasA,1456,147
1658,24.0,2104,Pave,7,1976,1976,1976.0,TA,836.0,Y,GasA,836,150
1659,69.30579531442663,10710,Pave,5,1966,2004,1966.0,TA,864.0,Y,GasA,1120,0
1662,95.0,12350,Pave,9,2008,2008,2008.0,Ex,2020.0,Y,GasA,2020,192
1664,95.0,11578,Pave,9,2008,2008,2008.0,Ex,1736.0,Y,GasA,1736,319
1665,129.0,16870,Pave,8,2004,2005,2004.0,Ex,1782.0,Y,GasA,1782,99
1666,59.0,23303,Pave,8,2007,2007,2007.0,Ex,1508.0,Y,GasA,2520,192
1667,87.0,10367,Pave,9,2008,2008,2008.0,Ex,1739.0,Y,GasA,1743,168
1668,77.0,10872,Pave,9,2006,2006,2006.0,Ex,1504.0,Y,GasA,1531,184
1669,102.0,13514,Pave,9,2008,2008,2008.0,Ex,1774.0,Y,GasA,1808,200
1670,90.0,12878,Pave,7,2003,2004,2003.0,Gd,1760.0,Y,GasA,1760,165
1672,96.0,13262,Pave,8,2003,2004,2003.0,Gd,1082.0,Y,GasA,2400,114
1673,70.0,9658,Pave,8,2006,2006,2006.0,Gd,1598.0,Y,GasA,1606,230
1674,47.0,6904,Pave,6,2005,2005,2005.0,Gd,1358.0,Y,GasA,1358,192
1675,34.0,5122,Pave,6,2005,2005,2005.0,Gd,1306.0,Y,GasA,1306,170
1676,80.0,10307,Pave,7,2007,2008,2008.0,Gd,1350.0,Y,GasA,1358,192
