,house_area,quality,year_built,year_remodel_add,garage_year_build,number_of_bathrooms,basement_area,has_Fireplaces_or_not,Total_rooms,grade_living_area,garage_area,garage_capacite,SalePrice
1776,10206,8,2007,2007,2007,2,1563,1,6,1563,758,3,245000
1777,10206,8,2008,2008,2008,2,1614,1,7,1658,726,3,183978
1778,10207,7,2007,2007,2007,3,874,0,7,1761,578,2,227875
1779,10208,7,1996,1997,1996,2,1264,1,7,2344,889,3,265000
1780,10215,4,1954,1954,1954,1,864,0,5,948,248,1,111000
1781,10226,8,2008,2008,2008,2,1622,1,8,1630,860,3,295493
1782,10230,5,1925,1950,1987,1,1054,0,6,1078,264,1,187340
1783,10235,8,2007,2007,2007,2,1643,1,7,1651,870,3,185830
1784,10236,8,1994,1995,1994,2,1290,1,9,2494,803,3,196691
1785,10237,6,2005,2006,2005,2,728,1,8,1456,390,2,178998
1786,10237,6,2005,2006,2005,2,768,1,6,1536,400,2,182520
1787,10237,6,2005,2006,2005,2,1316,1,6,1316,397,2,169990
1788,10237,6,2005,2007,2005,2,783,1,8,1484,393,2,178900
1789,10237,7,2006,2006,2006,2,738,0,8,1492,440,2,186732
1790,10240,6,1980,1980,1980,2,1686,1,7,1686,612,2,207500
1791,10240,8,2005,2005,2005,2,1030,1,8,2098,878,3,275500
1792,10246,4,1965,2001,1965,0,648,0,3,960,364,1,145000
1794,10261,6,2000,2000,2000,2,936,1,8,1792,451,2,186500
1795,10264,7,1999,1999,1999,2,1588,0,6,1588,472,2,214000
1796,10265,5,1967,2005,1967,1,992,0,6,992,294,1,182782
1797,10266,6,1952,1952,1952,1,768,0,7,1536,308,1,193850
1798,10267,6,1918,2000,1961,1,816,0,5,838,275,1,130000
1799,10274,6,1986,1986,1986,2,676,0,6,1400,465,2,181902
1800,10284,4,1925,1993,1978,2,1151,0,6,1281,580,2,158270
1801,10289,5,1965,1965,1965,1,1073,0,6,1073,515,2,156000
1802,10295,4,1969,1969,1969,1,936,0,4,936,288,1,171775
1803,10300,7,1921,1950,1990,2,576,0,9,1710,480,2,140000
1804,10304,5,1976,1976,1976,2,780,1,9,1868,484,2,197500
1806,10307,7,2007,2008,2008,2,1350,1,6,1358,484,2,166481
1807,10316,7,2000,2000,2000,2,992,1,7,1865,839,3,235000
1808,10320,3,1915,1950,1977,2,536,0,8,1344,0,0,180681
1810,10320,4,1924,1950,1924,2,596,0,7,1430,370,2,188000
1812,10320,5,1915,1978,1950,2,880,0,6,1308,400,2,166300
1814,10320,6,1915,1950,2006,1,1138,1,7,2180,720,2,181578
1815,10320,6,1915,1965,1915,1,698,0,7,1403,308,1,176468
1816,10324,8,2008,2008,2008,2,1254,0,5,1254,810,3,164305
1817,10331,7,1985,1985,1985,2,1265,0,6,1240,528,2,183810
1818,10335,5,1968,1993,1968,2,1461,1,7,1721,440,2,180000
1819,10335,7,1999,1999,1999,2,1490,0,6,1501,577,2,204000
1821,10355,5,1967,1967,1967,2,1214,1,5,1214,318,1,143000
1822,10356,5,1975,1975,1975,1,969,0,5,969,440,2,122000
1823,10357,7,1990,1991,1990,2,910,1,6,1442,719,2,179900
1824,10364,6,1995,1996,1995,2,806,1,7,1572,373,2,168000
1825,10366,6,1964,1964,1964,1,912,0,4,934,336,1,171500
1826,10367,9,2008,2008,2008,2,1739,1,8,1743,927,3,180980
1827,10368,6,1964,1964,1964,1,1008,1,7,1488,430,2,181465
1829,10382,6,1958,1958,1958,1,588,0,6,1095,264,1,140000
1830,10382,7,1973,1973,1973,2,1107,2,7,2090,484,2,200000
1831,10385,6,1978,1978,1989,2,995,0,6,1282,672,3,181499
1832,10386,8,2004,2005,2004,2,2000,0,8,2000,888,3,305900
1833,10389,8,2003,2003,2003,2,1978,1,8,1978,850,3,179021
1834,10395,6,1978,1978,1978,2,1032,1,6,1032,564,2,148000
1835,10400,4,1956,1956,1956,1,1200,2,6,1200,294,1,186570
1836,10400,6,1967,1997,1967,2,932,1,8,2640,515,2,206492
1837,10400,6,1972,1972,1972,1,732,1,8,1790,484,2,165150
1838,10400,6,1976,1976,1976,2,1444,1,5,1444,473,2,166457
1839,10400,6,1979,1999,1979,2,1259,1,5,1353,478,2,171774
1840,10400,7,1970,1970,1970,2,1304,1,7,1682,530,2,174000
1841,10400,7,1976,1976,1976,2,1090,1,6,1370,479,2,152000
1842,10400,7,1980,1988,1980,2,738,1,7,2044,489,2,178628
1843,10400,7,1988,1988,1988,2,1845,1,6,1872,604,2,241500
1844,10400,7,1998,1998,1998,2,866,0,6,1779,546,2,197900
1845,10400,7,2001,2001,2001,2,1257,1,8,2161,570,2,181943
1846,10402,7,2009,2009,2009,2,1226,0,6,1226,740,3,198900
1847,10410,3,1915,1950,1998,1,672,0,6,1214,936,3,105000
1848,10410,3,1930,2001,1936,1,713,0,5,713,371,1,174902
1849,10410,4,1915,1950,1954,2,1313,1,8,2377,528,2,181065
1850,10410,5,1916,1987,1916,2,660,0,8,1656,180,1,135000
1851,10411,5,2007,2007,2007,3,725,0,8,1588,561,2,183967
1852,10420,6,2009,2009,2009,2,1212,0,6,1212,460,2,186000
1853,10421,7,1988,1988,1988,2,980,1,7,1714,496,2,196500
1854,10425,5,1956,1958,1956,1,1104,0,5,1104,384,1,179782
1855,10429,5,1992,1992,2001,1,624,0,6,1287,440,2,182207
1856,10434,4,1955,1955,1977,1,1005,1,5,1005,672,2,115000
1857,10437,8,1995,1995,1995,2,2109,1,7,2113,839,3,350000
1861,10440,6,2005,2005,2005,2,1468,1,6,1468,528,2,165845
1862,10440,8,2007,2007,2007,2,1574,1,6,1584,594,2,168538
1863,10441,5,1992,1992,1977,1,912,0,6,970,0,0,184924
1864,10447,5,1984,1984,1984,1,864,0,5,887,288,1,189562
1865,10448,6,1972,1972,1972,2,689,1,7,2119,583,2,158000
1866,10452,6,1953,1953,1953,1,1094,2,5,1094,495,2,155000
1867,10452,7,1941,1985,1941,1,1528,2,8,2133,312,1,194631
1868,10454,6,1957,1957,1957,1,1105,0,5,1105,308,1,178942
1869,10456,6,1967,1967,1967,2,1829,0,8,1829,535,2,192429
1870,10457,5,1969,1969,1969,1,784,1,7,1632,898,2,192223
1871,10463,8,2005,2005,2005,2,893,1,8,1801,800,3,239900
1872,10464,6,1980,1980,1980,1,988,1,5,1102,582,2,170588
1873,10475,5,1991,1991,1993,1,624,0,6,1274,576,2,176980
1874,10475,8,2008,2008,2008,2,1694,0,7,1694,776,3,245350
1875,10480,6,1936,1950,1936,1,1064,0,6,1639,240,1,115000
1876,10480,7,1976,1976,1976,2,803,1,8,1964,483,2,205000
1877,10481,8,2006,2007,2006,2,2140,0,8,2140,894,3,183000
1878,10482,6,1958,1958,1958,1,588,0,6,1138,264,1,145000
1879,10496,6,1949,1950,1949,2,1040,1,7,1846,315,1,143000
1880,10500,4,1971,1971,1978,1,864,1,5,864,0,0,115000
1881,10500,4,1971,1971,1989,1,864,0,4,864,576,2,97000
1882,10500,5,1964,1964,1964,1,1292,2,6,1292,520,2,182347
1883,10500,5,1971,2005,1971,1,372,0,5,1109,288,1,139000
1884,10512,6,1954,1954,1954,1,988,0,6,1626,332,1,181956
1885,10519,5,1955,1999,1955,1,1057,0,6,1057,288,1,180658
1886,10530,6,1971,1971,1979,1,981,0,5,981,576,2,143250
1887,10530,6,1975,2000,1975,3,675,1,8,1875,485,2,183994
1888,10530,6,1977,1977,1977,1,975,0,4,1004,504,2,135000
1889,10530,7,1978,1978,1978,2,945,1,8,1857,482,2,198375
1890,10530,7,1993,1993,1993,2,1148,1,8,2075,473,2,185306
1891,10532,5,1960,1960,1960,2,988,2,7,1721,626,2,188832
1892,10533,6,1956,1956,1956,1,1008,2,5,1024,313,1,172934
1893,10541,7,1996,1996,1996,2,672,1,8,2037,472,2,177801
1894,10542,7,1993,1994,1993,2,1311,1,9,2418,983,3,341000
1895,10544,5,1969,1969,1969,2,864,0,8,1479,275,1,204773
1896,10547,5,1978,1978,1960,2,1152,0,6,1152,252,1,169163
1897,10552,5,1959,1959,1959,1,1398,1,6,1700,447,2,165500
1899,10560,6,1922,1994,1970,1,738,0,6,1470,624,2,167186
1900,10560,7,1993,1994,1993,2,1079,1,8,1879,473,2,183570
1901,10562,8,2007,2007,2007,1,1582,1,8,2161,789,3,325624
1902,10566,8,1999,1999,1999,2,1090,1,8,2214,646,3,185170
1904,10573,6,1961,1961,1961,2,1453,1,6,1453,530,2,179176
1905,10574,8,2004,2004,2004,2,1148,1,9,2332,756,3,196666
1906,10574,8,2005,2006,2005,2,1082,1,9,1953,1043,3,252000
1907,10592,6,1923,1996,1923,1,602,2,7,1502,180,1,165000
1908,10593,7,1996,1996,1996,2,1720,1,7,1720,527,2,260400
1909,10594,5,1926,1950,1926,1,768,0,5,789,200,1,96500
1910,10600,6,1964,1964,1964,2,533,0,8,1775,480,2,179436
1911,10603,6,1977,2001,1977,2,1610,2,6,1610,480,2,205000
1912,10603,8,2006,2006,2006,2,900,1,8,1795,782,3,182550
1913,10612,8,2006,2006,2006,2,1524,1,7,1534,484,2,177733
1915,10616,7,2007,2007,2007,2,628,1,6,1356,484,2,179053
1916,10624,5,1964,1964,2002,2,1728,0,10,1728,352,1,119000
1917,10625,5,1920,1950,1920,1,458,0,5,835,366,1,83000
1918,10625,6,2004,2004,2004,2,1158,1,9,2443,744,3,196559
1919,10625,7,1974,1974,1974,2,1053,2,6,1173,528,2,170000
1920,10625,7,2003,2004,2003,2,998,1,8,2046,871,3,284000
1921,10625,7,2005,2005,2005,2,1026,1,9,1958,936,3,250000
1922,10625,7,2006,2007,2006,2,1652,1,8,1662,711,3,178173
1923,10625,8,2007,2007,2007,2,1660,1,7,1660,660,3,182386
1924,10628,7,1970,1970,1970,1,1277,1,5,1277,526,2,167000
1925,10628,7,2004,2004,2004,2,835,0,8,1812,478,2,175969
1926,10632,5,1917,1950,1917,1,689,0,6,1224,180,1,175080
1927,10634,5,1953,1953,1953,1,608,0,5,1319,270,1,123000
1928,10635,8,2003,2003,2003,2,1657,1,8,1668,502,2,232000
1929,10637,8,2007,2008,2007,2,1705,1,7,1718,826,3,297000
1930,10646,7,2001,2001,2001,2,858,1,7,1789,546,2,182427
1931,10650,5,1976,1976,1976,1,894,0,5,894,308,1,128200
1932,10652,7,2006,2007,2006,2,1494,1,7,1494,840,3,279500
1934,10656,8,2006,2007,2007,2,1638,1,6,1646,870,3,248900
1935,10659,5,1961,1961,1961,1,1050,0,6,1050,368,1,136500
1936,10665,7,2003,2003,2003,2,1453,0,7,1479,558,2,226000
1937,10667,6,1971,1971,1971,2,1587,1,7,1587,525,2,180051
1938,10667,7,1996,1996,1996,2,799,1,6,1661,550,2,212000
1939,10672,8,2006,2006,2006,2,1054,1,10,2389,672,3,203074
1941,10680,5,1951,1951,1951,2,2136,0,7,2136,528,2,137900
1942,10682,4,1960,1971,1968,1,1014,0,7,1149,544,1,182705
1943,10690,5,1920,1997,1964,1,672,0,6,1344,468,1,147000
1944,10708,5,1955,1993,1955,1,1617,3,7,1867,303,1,190000
1945,10710,5,1966,2004,1966,1,864,1,5,1120,656,2,182760
1946,10712,5,1991,1992,1978,1,974,0,5,974,0,0,93500
1947,10721,6,1959,1959,1960,1,1252,0,7,1252,528,2,142000
1948,10725,5,1959,1959,1959,1,1206,0,6,1206,312,1,179682
1949,10728,8,2006,2006,2006,2,1095,1,8,1939,1053,3,266000
1950,10732,8,2006,2007,2006,2,1298,0,7,1828,876,3,179074
1951,10738,6,1966,1966,1966,2,1093,1,6,1093,484,2,189030
1952,10739,7,2002,2001,2002,2,1431,0,6,1444,577,2,179503
1953,10750,8,1994,1995,1994,2,2024,2,7,2063,815,3,181734
1954,10751,5,1974,1974,1974,1,1037,0,5,1037,431,2,172465
1955,10759,5,1972,1972,1972,2,1001,1,5,1641,490,2,197030
1956,10762,6,1980,1980,1980,1,626,1,6,1217,288,1,120000
1957,10762,7,1999,1999,1999,2,978,1,9,1983,490,2,225000
1958,10768,5,1976,2004,1976,2,1437,1,6,1437,528,2,218000
1959,10769,8,2007,2007,2007,2,866,0,7,1768,578,2,212000
1960,10773,4,1967,1967,1977,2,1832,0,8,1832,0,0,193053
1961,10778,4,1968,1968,1978,2,1768,0,8,1768,0,0,136500
1962,10778,7,1990,1991,1990,1,1054,0,4,1061,462,2,156342
1963,10780,5,1976,1976,1976,1,911,0,6,954,576,2,132500
1964,10784,7,1991,1992,1991,2,384,1,7,1472,402,2,160000
1965,10790,7,1998,1998,1998,2,1066,1,8,2385,600,3,195779
1967,10791,6,1993,1993,1993,2,1280,1,9,2495,660,2,190878
1968,10793,5,1969,1969,1969,2,780,0,7,1620,462,2,152000
1973,10800,4,1949,1950,1978,1,720,0,6,1192,0,0,135000
1974,10800,4,1949,1996,1949,2,832,0,6,1461,384,1,197318
1977,10800,5,1915,1950,1961,2,686,0,7,1652,416,1,139000
1978,10800,5,1920,1950,1970,1,1120,1,5,1130,720,2,120000
1979,10800,5,1920,1950,1980,1,720,0,4,846,576,2,168557
1980,10800,5,1936,1989,1950,2,796,1,7,1466,566,2,170000
1981,10800,5,1939,2006,1939,2,676,0,7,1352,720,2,197318
1982,10800,5,1960,1960,1960,1,1248,0,6,1248,286,1,183421
1983,10800,5,1987,1988,1977,3,1200,0,5,1200,0,0,178518
1984,10800,5,1987,1988,1978,3,1200,0,5,1200,0,0,179000
1986,10800,6,1940,1950,1940,2,884,2,8,1436,828,2,181625
1987,10800,6,1961,1992,1961,2,1313,2,6,1773,418,2,186735
1988,10800,6,1963,1963,1963,1,1052,0,6,1052,311,1,179208
1989,10800,6,1974,1997,1974,2,1522,1,9,2614,624,2,240000
1992,10800,7,1914,1970,1914,1,880,2,6,1768,320,2,163000
1993,10800,8,2007,2008,2008,2,1034,1,8,2078,836,3,339750
1994,10816,9,2008,2008,2008,2,1720,1,8,1720,846,3,187388
1996,10820,5,1971,1972,1973,1,782,0,4,810,576,2,171289
1997,10820,7,1999,1999,1999,2,988,1,7,1873,597,2,180352
1998,10825,7,1983,1983,1983,2,1260,0,6,1260,598,2,183884
1999,10832,7,1994,1996,1994,2,712,1,7,1895,409,2,194500
2000,10836,5,1922,1950,1968,1,892,1,7,1436,1488,4,182801
2001,10839,6,1997,1998,1997,2,926,1,7,1604,470,2,181000
2002,10845,8,2003,2004,2003,2,1603,1,7,1575,732,3,169543
2003,10846,8,1993,1993,1993,1,1719,2,6,1719,473,2,324000
2004,10852,6,2000,2000,2000,2,959,1,7,1671,472,2,173000
2005,10858,5,1952,1952,1952,1,1444,1,6,1624,240,1,172469
2006,10859,5,1994,1995,1995,1,1097,0,6,1097,672,2,145000
2007,10872,9,2006,2006,2006,2,1504,1,6,1531,700,3,164279
2008,10880,5,1950,1950,1950,1,1164,0,5,1164,240,1,125000
2009,10890,5,1923,1950,1977,2,1296,0,12,2592,0,0,218108
2010,10890,5,1938,1950,1938,2,1058,0,6,1551,240,1,185807
2011,10895,5,1955,1955,1955,1,972,0,5,972,305,1,181122
2014,10900,6,1977,1977,1977,1,689,0,6,1392,299,1,161750
2015,10905,7,2003,2003,2003,2,1129,1,9,2327,596,2,198422
2016,10914,3,1929,1950,1967,1,715,0,4,715,660,2,173684
2017,10918,7,1926,2004,1926,1,1276,2,9,2080,282,1,234000
2018,10920,6,1960,1960,1960,1,1253,1,5,1253,352,1,157000
2019,10921,4,1965,1965,1965,1,960,0,6,960,432,1,94750
2020,10926,5,1959,1959,1977,2,1678,0,10,1678,0,0,224118
2021,10927,8,2005,2005,2003,2,1058,1,8,1904,736,2,275000
2022,10928,6,1978,1986,1978,2,1427,1,7,1671,484,2,184294
2023,10928,7,2005,2005,2005,2,728,1,8,1456,390,2,182084
2024,10930,5,1945,1950,1962,1,913,1,6,1558,288,1,140000
2025,10933,9,2009,2009,2009,1,1555,1,8,1680,1138,3,156647
2026,10936,7,2006,2006,2006,2,1510,1,6,1525,534,2,181686
2027,10936,8,2006,2006,2006,2,1504,0,7,1504,510,2,188108
2028,10943,6,1997,1998,1997,2,1405,1,5,1337,522,2,175053
2029,10944,7,1994,1994,1994,2,1223,2,5,2127,525,2,271000
2030,10950,5,1952,1952,1952,1,864,0,4,1064,318,1,166849
2031,10950,6,1952,1952,1952,1,948,0,5,948,410,2,168437
2032,10960,6,1984,1984,1984,2,1284,0,5,1284,480,2,181733
2033,10970,6,1978,1978,1981,1,940,0,5,1026,576,2,147000
2034,10984,7,2005,2006,2005,2,945,0,8,1809,638,2,183783
2035,10990,7,1996,1997,1996,2,1064,2,12,2125,576,2,196380
2036,10991,8,2007,2007,2007,2,1571,1,7,1571,722,3,239000
2037,10994,8,2005,2006,2005,2,1844,1,7,1844,620,2,257000
2038,10998,5,1941,1960,1977,2,984,0,6,1604,660,2,117000
2039,11000,5,1966,1966,1966,1,1154,1,6,1154,480,2,154000
2040,11000,5,1976,2003,1976,1,1090,0,6,1178,502,2,184021
2041,11000,8,2000,2000,2000,2,969,1,8,2285,648,3,248000
2042,11000,9,2000,2000,2000,2,1519,1,8,2172,687,3,196400
2043,11002,8,1998,1999,1998,2,1389,1,9,2582,758,3,191777
2044,11003,7,2005,2006,2005,2,1308,0,7,1876,848,3,186030
2045,11003,10,2008,2008,2008,2,1017,1,10,2007,812,3,310000
2046,11024,7,2005,2006,2005,2,1400,0,6,1400,612,2,189386
2049,11027,6,1954,1954,1954,2,1178,0,5,1293,452,2,170591
2050,11029,6,1958,2002,1990,1,1184,1,6,1414,601,2,176500
2051,11029,6,1968,1984,1968,2,1054,1,9,2654,619,2,250000
2052,11040,4,1920,1950,1994,1,637,0,7,1336,570,1,108000
2053,11040,6,1971,2004,1971,2,1258,0,5,1258,528,2,145000
2054,11049,8,2007,2007,2007,2,1234,0,7,1234,484,2,179900
2055,11050,5,1956,1956,1956,1,1005,1,6,1005,319,1,172846
2056,11050,6,1968,1968,1968,1,1740,1,8,1740,512,2,200918
2057,11050,7,1975,1975,1975,2,1176,1,5,1193,506,2,184534
2058,11050,7,1996,1997,1996,2,910,1,8,1820,816,3,186537
2059,11050,8,1998,1999,1998,2,1049,1,8,1916,741,3,180322
2060,11050,9,2000,2000,2000,2,1440,2,8,2153,736,3,313000
2061,11058,7,2007,2007,2007,2,1564,0,6,1564,814,3,178818
2062,11060,7,2003,2005,2003,2,1150,1,9,2314,502,2,180618
2063,11064,8,1995,1995,1995,1,1230,1,4,1239,477,2,158908
2064,11065,8,2006,2006,2006,2,1085,1,8,1970,753,3,281000
2066,11069,6,2007,2007,2007,2,608,1,6,1396,440,2,183467
2067,11070,5,1991,1991,1991,2,1582,0,5,1595,672,2,166878
2068,11070,7,1988,1989,1989,3,1907,0,9,1959,766,3,171000
2069,11072,5,1965,1965,1987,2,1728,0,10,1728,576,2,228617
2070,11075,5,1969,1969,1969,2,784,1,7,1968,530,2,172000
2071,11075,6,1969,1969,1969,2,952,2,9,2112,576,2,206900
2072,11075,6,1984,1984,1984,2,1190,1,7,1522,552,2,179749
2073,11080,6,1975,1975,1975,2,1128,0,6,1210,528,2,183972
2074,11084,7,2004,2004,2004,2,384,1,8,1374,400,2,184187
2075,11088,6,1978,1998,1978,2,1140,1,7,1707,479,2,181294
2076,11088,8,2002,2002,2002,1,1348,1,5,1358,418,2,158540
2077,11096,8,2006,2006,2006,2,1656,0,7,1656,826,3,249700
2079,11100,5,1951,1994,1951,1,1080,1,7,1480,253,1,198599
2080,11103,7,2006,2006,2006,2,728,1,8,1456,440,2,155835
2081,11104,6,1969,1969,1969,2,1427,0,7,1427,516,2,195499
2082,11105,5,1996,1996,1998,1,870,0,4,965,580,2,169364
2083,11120,6,1984,1984,1984,2,1232,0,6,1232,516,2,162500
2085,11134,8,1992,1993,1992,2,1390,1,7,2225,713,3,194868
2086,11136,6,1964,1964,1964,2,1921,0,8,1921,576,2,199567
2087,11143,8,2004,2005,2004,3,1580,1,8,2466,610,2,340000
2088,11146,8,2006,2006,2006,2,1709,1,7,1717,908,3,255500
2089,11160,7,1968,1968,1968,2,2110,2,8,2110,522,2,244000
2090,11166,7,2001,2001,2001,2,1492,1,6,1492,608,2,183658
2091,11170,7,1990,1991,1990,2,1216,0,8,2514,693,2,250000
2092,11175,7,2007,2007,2007,2,1316,1,6,1316,440,2,200141
2093,11184,6,1978,1978,1978,2,918,1,7,1683,440,2,172500
2094,11184,6,1998,1998,1998,2,932,1,7,1633,460,2,181276
2095,11194,8,2000,2000,2000,2,1406,1,7,1936,504,2,230500
2096,11194,8,2008,2008,2008,2,1696,0,7,1696,972,3,185922
2097,11198,9,2005,2007,2005,2,1122,1,11,2504,656,3,325000
2098,11200,5,1964,1964,1964,2,1250,0,5,1298,504,2,181722
2099,11200,5,1965,1965,1965,1,1040,0,5,1040,384,1,129500
2100,11200,6,1985,1985,1985,2,1298,1,5,1298,403,2,180000
2101,11202,8,2003,2003,2003,2,1432,1,7,1440,467,2,183521
2102,11207,6,1997,1997,1997,2,802,1,8,1511,413,2,185000
2103,11210,7,2005,2006,2005,2,1614,0,7,1614,865,3,221500
2104,11214,7,1998,1999,1998,2,930,1,10,1886,431,2,199900
2105,11216,8,2006,2006,2006,2,1489,1,7,1489,776,2,232600
2106,11218,6,1992,1992,1992,2,1055,1,8,1845,462,2,189000
2107,11227,5,1968,1968,1968,1,720,2,7,1440,480,2,191736
2108,11228,7,1993,1993,1993,2,1080,1,9,2097,678,3,228000
2109,11235,4,1963,1979,1974,1,1051,1,6,1382,459,2,148000
2110,11235,5,1963,1963,1963,1,925,0,6,999,308,1,181169
2111,11235,5,1963,1963,1996,1,981,0,6,1075,440,2,182481
2112,11235,5,1964,1980,1964,1,1420,1,6,1452,572,2,176732
2113,11241,6,1970,1970,1970,1,1004,1,5,1004,480,2,149000
2114,11248,9,2002,2002,2002,2,1626,1,7,1668,702,3,285000
2115,11249,6,1995,1995,1995,2,1200,0,6,1200,521,2,177500
2116,11250,4,1957,1989,1957,1,1104,2,8,1788,304,1,161500
2117,11250,6,1977,1977,1977,1,1208,1,6,1208,546,2,165000
2118,11250,7,1995,1996,1995,2,930,1,8,1995,610,2,199792
2119,11250,7,1998,1998,1998,2,1054,1,8,1939,555,3,184306
2120,11250,7,2001,2001,2001,2,944,0,6,1870,608,2,181613
2121,11250,7,2001,2002,2001,2,920,1,6,1786,608,2,223500
2122,11250,8,2002,2002,2002,2,1128,1,9,2290,779,2,255900
2123,11275,6,1932,1950,1977,1,854,1,7,1991,432,2,220000
2125,11287,7,1989,1989,1989,2,807,1,7,1982,575,2,228500
2126,11302,8,2005,2006,2005,2,1814,1,7,1826,758,3,319000
2127,11305,8,2002,2002,2002,2,1922,1,6,1922,692,3,169136
2128,11308,9,2008,2008,2008,2,1104,1,10,2184,836,3,335000
2129,11310,6,1954,1954,1954,1,1367,1,5,1375,451,2,140000
2130,11316,7,2002,2003,2002,2,817,1,8,1894,510,2,214900
2131,11317,7,2003,2003,2003,2,840,0,8,1668,500,2,180000
2132,11327,5,1967,1967,1967,1,1064,1,6,1064,528,2,185563
2133,11332,5,1960,2000,1960,1,1118,0,6,1118,264,1,185987
2134,11333,6,1976,1976,1976,1,1029,2,5,1062,539,2,146800
2135,11339,7,1979,1979,1979,2,780,1,9,1930,481,2,194650
2136,11340,2,1920,1950,1920,1,723,0,5,1086,400,2,176041
2138,11340,6,1923,1950,1923,1,1200,0,7,1200,312,1,125000
2139,11341,5,1957,1996,1957,1,1392,1,5,1392,528,2,121500
2140,11344,5,1958,1958,1958,1,874,0,7,1524,315,1,144000
2141,11345,5,1948,1950,1948,2,928,0,10,1920,400,2,137000
2142,11354,7,2000,2000,2000,2,1673,1,7,1673,583,2,179194
2143,11355,7,1958,2001,1958,1,1312,1,6,1312,495,2,181613
2144,11358,7,1972,1987,1972,2,1124,1,8,1610,515,2,183621
2145,11361,6,1976,1976,1976,2,1193,1,7,1523,478,2,180000
2146,11362,8,2004,2005,2004,2,1836,1,7,1836,862,3,280000
2147,11367,8,2002,2002,2002,2,1065,1,7,1989,586,2,255000
2148,11375,6,1954,1995,1954,1,967,1,6,1299,494,2,189179
2149,11380,6,1966,2008,1966,1,1080,1,5,1128,315,1,163276
2150,11382,6,1964,1964,1964,1,1130,1,7,1374,286,1,186983
2154,11404,7,1998,1999,1998,2,1153,1,8,2031,541,2,222500
2155,11409,5,1949,2008,1949,1,768,1,8,1716,281,1,131000
2157,11419,7,1948,1999,1948,1,699,1,6,1527,410,2,189680
2158,11422,8,2007,2008,2007,2,1838,2,7,1838,524,2,180847
2159,11423,8,2001,2002,2001,2,1581,1,6,1601,670,2,272000
2160,11425,5,1954,1954,1954,1,1008,1,4,1008,275,1,137000
2162,11426,7,2003,2003,2003,2,1362,0,6,2082,484,2,200000
2163,11428,8,2006,2006,2006,2,1626,1,7,1634,866,3,250000
2164,11435,8,1929,1950,1931,1,792,2,7,1517,400,2,230000
2165,11443,8,2005,2006,2005,2,1868,2,7,2028,880,3,369900
2166,11447,8,2005,2006,2005,2,1964,1,7,1964,892,3,184003
2167,11449,8,2007,2007,2007,2,1884,1,7,1728,520,2,178483
2168,11454,8,1995,1995,1995,2,1401,1,6,1511,811,3,179598
2169,11457,6,1988,1988,1988,2,1392,1,6,1412,576,2,175000
2170,11475,5,1958,1958,1968,2,1584,0,9,1776,888,3,110000
2171,11475,6,1961,1961,1961,1,1208,1,7,1576,368,2,199751
2172,11475,6,1975,1975,1975,2,713,1,6,1552,434,2,179900
2173,11478,8,2007,2008,2008,2,1704,1,7,1704,772,3,306000
2174,11479,6,1950,1987,1987,1,663,1,6,1074,467,1,182271
2175,11492,7,1996,1997,1997,2,913,1,8,2122,559,2,194260
2177,11500,5,1976,1976,1976,2,1680,0,8,1680,528,2,136905
2178,11500,6,1966,1966,1966,2,1182,1,6,1643,438,2,167517
2179,11500,6,1967,1967,1967,1,1040,1,6,1040,480,2,182105
2180,11500,7,1936,1987,1936,1,1017,1,6,2057,180,1,250000
2181,11512,6,1959,2006,1959,1,1019,1,5,1357,312,1,177000
2183,11520,9,2005,2005,2005,2,1698,1,7,1698,730,3,182352
2184,11526,6,1922,1994,1993,2,588,1,11,2555,672,2,191000
2185,11553,5,1968,1968,1968,1,1051,1,7,1159,336,1,158000
2186,11556,5,1952,1952,1952,1,720,0,4,882,240,1,169837
2187,11556,5,1953,2006,1962,1,864,0,6,1154,336,1,186220
2188,11563,8,2006,2007,2007,2,1518,0,8,1537,788,3,182022
2189,11577,9,2005,2006,2005,2,1838,1,9,1838,682,3,189369
2190,11578,9,2008,2008,2008,2,1736,1,7,1736,834,3,184468
2191,11584,7,1979,1979,1979,2,539,1,6,1725,550,2,197000
2192,11600,4,1922,1950,1922,1,700,1,5,1180,252,1,137500
2193,11600,5,1960,1960,1960,2,1105,0,12,2274,480,2,154300
2194,11600,6,1960,1960,1960,1,1383,0,7,1383,292,1,145250
2195,11606,5,1969,1969,1969,1,1040,2,9,2080,504,2,135000
2196,11613,6,1993,1997,1993,2,864,0,7,1820,492,2,184123
2197,11616,5,1962,1962,1962,1,1092,1,6,1092,288,1,139000
2198,11616,6,1978,1978,1978,2,672,1,6,1386,440,2,158900
2199,11622,5,1961,1961,1961,1,882,0,5,896,730,1,169277
2200,11625,5,1965,1965,1965,1,1039,0,6,1039,504,2,131500
2201,11625,5,1967,1967,1984,1,1052,1,6,1052,668,1,181246
2202,11625,5,1983,1983,1983,1,816,0,4,816,264,1,170871
2203,11631,8,2004,2005,2004,2,1052,1,9,2373,632,3,199437
2204,11639,7,2007,2008,2007,2,1428,0,6,1428,480,2,182000
2205,11643,5,1969,1969,1969,2,1248,0,12,2634,968,4,200000
2206,11643,8,2005,2006,2005,2,1524,1,10,2358,784,3,201670
2207,11645,7,2004,2004,2004,2,860,0,7,1720,565,2,196500
2208,11645,7,2005,2005,2005,2,1734,0,7,1734,660,2,260000
