,Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearRemodAdd,MasVnrArea,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice,Totalarea,TotalBsmtFin,TotalSF,TotalBath,TotalPorch,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,GarageFinish_RFn,GarageFinish_Unf,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
68,69,30,47.0,4608,4,6,1950,0.0,747,747,0,747,0,1,0,2,4,0,1945.0,220,0,0,6,2010,4.903089986991944,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
69,70,50,81.0,15593,7,4,1953,0.0,1304,1304,983,2287,0,2,0,3,7,1,1953.0,667,0,21,7,2006,5.352182518111363,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
70,71,20,95.0,13651,7,6,1973,1115.0,2223,2223,0,2223,1,2,0,3,8,2,1973.0,516,300,0,2,2007,5.38738982633873,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
71,72,20,69.0,7599,4,6,2006,0.0,845,845,0,845,1,1,0,2,4,0,1987.0,360,0,0,6,2007,5.112269768417271,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
72,73,60,74.0,10141,7,5,1998,40.0,832,885,833,1718,0,2,1,3,7,1,1998.0,427,0,94,12,2009,5.267171728403014,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
73,74,20,85.0,10200,5,7,2003,104.0,1086,1086,0,1086,1,1,0,3,6,0,1989.0,490,0,0,5,2010,5.161068385471174,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
74,75,50,60.0,5790,3,6,1950,0.0,840,840,765,1605,0,2,0,3,8,0,1915.0,379,0,0,5,2010,5.031004281363537,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
75,76,180,21.0,1596,4,5,1973,0.0,462,526,462,988,1,1,0,2,5,0,1973.0,297,120,101,11,2009,4.959041392321094,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
76,77,20,52.0,8475,4,7,1956,0.0,952,952,0,952,0,1,0,2,4,0,1956.0,283,0,0,4,2008,5.132739838260885,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
77,78,50,50.0,8635,5,5,2001,0.0,672,1072,213,1285,1,1,0,2,6,0,1948.0,240,0,0,1,2008,5.103803720955957,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
78,79,90,72.0,10778,4,5,1968,0.0,1768,1768,0,1768,0,2,0,4,8,0,1961.0,0,0,0,4,2010,5.135132651376775,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
79,80,50,60.0,10440,5,6,1981,0.0,440,682,548,1230,0,1,1,2,5,0,1966.0,440,74,0,5,2009,5.041392685158225,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
80,81,60,100.0,13000,6,6,1968,576.0,896,1182,960,2142,0,2,1,4,8,1,1968.0,509,0,72,6,2009,5.28668096935493,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
81,82,120,32.0,4500,6,5,1998,443.0,1237,1337,0,1337,1,2,0,2,5,0,1998.0,405,0,199,3,2006,5.186108379813206,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
82,83,20,78.0,10206,8,5,2007,468.0,1563,1563,0,1563,0,2,0,3,6,1,2007.0,758,144,99,10,2008,5.389166084364533,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
83,84,20,80.0,8892,5,5,1960,66.0,1065,1065,0,1065,0,1,1,3,6,0,1974.0,461,74,0,7,2007,5.102090525511837,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
84,85,80,60.0,8530,7,5,1996,22.0,384,804,670,1474,0,2,1,3,7,1,1995.0,400,120,72,5,2009,5.226599905207357,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
85,86,60,121.0,16059,8,5,1992,284.0,1288,1301,1116,2417,0,2,1,4,9,1,1991.0,462,127,82,4,2006,5.414973347970818,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
86,87,60,122.0,11911,6,5,2005,0.0,684,684,876,1560,0,2,1,3,6,1,2005.0,400,100,38,3,2009,5.2405492482825995,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
87,88,160,40.0,3951,6,5,2009,76.0,612,612,612,1224,0,2,1,2,4,0,2009.0,528,0,234,6,2009,5.216165902285993,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
88,89,50,105.0,8470,3,2,1982,0.0,1013,1013,0,1526,0,1,0,2,6,0,1954.0,0,0,0,10,2009,4.929418925714293,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
89,90,20,60.0,8070,4,5,1995,0.0,990,990,0,990,1,1,0,3,5,0,1959.0,0,0,0,8,2007,5.092018470752797,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
90,91,20,60.0,7200,4,5,1950,0.0,0,1040,0,1040,0,1,0,2,4,0,1950.0,420,0,29,7,2006,5.040997692423491,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
91,92,20,85.0,8500,5,3,1961,203.0,1235,1235,0,1235,0,1,0,2,6,0,1961.0,480,0,0,12,2006,4.993876914941211,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
92,93,30,80.0,13360,5,7,2006,0.0,876,964,0,964,1,1,0,2,5,0,1921.0,432,0,0,8,2009,5.213517756996305,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
93,94,190,60.0,7200,6,6,1998,0.0,1214,1260,1031,2291,0,2,0,4,9,1,1900.0,506,0,0,11,2007,5.126780577012009,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
94,95,60,69.0,9337,6,5,1997,0.0,824,905,881,1786,1,2,1,3,7,0,1997.0,684,0,162,5,2007,5.311223910432456,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
95,96,60,64.0,9765,6,8,1993,68.0,680,680,790,1470,0,2,1,3,6,1,1993.0,420,232,63,4,2009,5.267171728403014,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
96,97,20,78.0,10264,7,5,1999,183.0,1588,1588,0,1588,0,2,0,3,6,0,1999.0,472,158,29,8,2006,5.330413773349191,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
97,98,20,73.0,10921,4,5,1965,48.0,960,960,0,960,1,1,0,3,6,0,1965.0,432,120,0,5,2007,4.97657921864011,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
98,99,30,85.0,10625,5,5,1950,0.0,458,835,0,835,0,1,0,2,5,0,1920.0,366,0,0,5,2010,4.919078092376074,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
99,100,20,77.0,9320,4,5,1959,0.0,950,1225,0,1225,1,1,1,3,6,0,1960.0,0,352,0,1,2010,5.110421346473956,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
100,101,20,68.0,10603,6,7,2001,28.0,1610,1610,0,1610,1,2,0,3,6,2,1977.0,480,168,68,2,2010,5.311753861055754,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
101,102,60,77.0,9206,6,5,1985,336.0,741,977,755,1732,0,2,1,3,7,1,1985.0,476,192,46,6,2010,5.250420002308894,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
102,103,90,64.0,7018,5,5,1979,0.0,0,1535,0,1535,0,2,0,4,8,0,1979.0,410,0,0,6,2009,5.075415558310823,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
103,104,20,94.0,10402,7,5,2009,0.0,1226,1226,0,1226,0,2,0,3,6,0,2009.0,740,0,36,5,2010,5.298634783124435,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
104,105,50,60.0,7758,7,4,1950,600.0,1040,1226,592,1818,0,1,1,4,7,2,1951.0,240,0,0,6,2007,5.229169702539101,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
105,106,60,75.0,9375,8,5,2004,768.0,1053,1053,939,1992,0,2,1,3,9,1,2003.0,648,140,45,8,2008,5.3979400086720375,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
106,107,30,60.0,10800,4,7,1995,0.0,641,1047,0,1047,0,1,0,2,6,0,1954.0,273,0,0,8,2007,5.0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
107,108,20,50.0,6000,5,5,1950,0.0,789,789,0,789,0,1,0,2,5,0,1948.0,250,0,0,4,2008,5.060697840353612,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
108,109,50,85.0,8500,5,7,2005,0.0,793,997,520,1517,0,2,0,3,7,0,1958.0,0,0,0,8,2007,5.060697840353612,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
109,110,20,105.0,11751,6,6,1977,480.0,1844,1844,0,1844,0,2,0,3,7,1,1977.0,546,0,122,1,2010,5.278753600952829,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
110,111,50,75.0,9525,6,4,1972,0.0,994,1216,639,1855,0,2,0,4,7,0,1954.0,325,182,0,10,2006,5.13640344813399,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
111,112,80,62.0,7750,7,5,2000,0.0,384,774,656,1430,0,2,1,3,7,1,2000.0,400,180,0,4,2010,5.2552725051033065,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
112,113,60,77.0,9965,7,5,2007,220.0,1264,1282,1414,2696,1,2,1,4,10,1,2007.0,792,120,184,10,2007,5.584297293785702,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,114,20,71.0,21000,6,5,1953,184.0,1809,2259,0,2259,1,2,0,3,7,2,1953.0,450,166,120,10,2007,5.336459733848529,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
114,115,70,61.0,7259,6,8,2002,0.0,1028,1436,884,2320,1,2,1,3,9,1,1945.0,180,224,0,7,2007,5.414137362184476,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
115,116,160,34.0,3230,6,5,1999,1129.0,729,729,729,1458,0,2,1,2,5,1,1999.0,440,0,32,6,2007,5.2455126678141495,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
116,117,20,53.0,11616,5,5,1962,116.0,1092,1092,0,1092,0,1,0,3,6,1,1962.0,288,0,20,9,2009,5.143014800254095,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
117,118,20,74.0,8536,5,5,2007,0.0,1125,1125,0,1125,0,1,1,2,5,0,2007.0,430,80,64,4,2007,5.190331698170292,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
118,119,60,90.0,12376,7,5,1990,0.0,1673,1699,1523,3222,1,3,0,5,11,2,1990.0,594,367,0,5,2010,5.505149978319906,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
119,120,60,65.0,8461,6,5,2006,0.0,728,728,728,1456,0,2,1,3,8,1,2005.0,390,0,24,7,2006,5.214817365869458,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
120,121,80,62.0,21453,6,5,1969,0.0,938,988,0,988,1,1,0,1,4,2,1969.0,540,0,130,10,2006,5.2552725051033065,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
121,122,50,50.0,6060,4,5,1950,0.0,732,772,351,1123,0,1,0,3,4,0,1979.0,264,0,0,6,2007,5.0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
122,123,20,75.0,9464,6,7,1958,135.0,1080,1080,0,1080,0,1,0,3,5,0,1958.0,288,0,0,6,2008,5.133538908370218,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
123,124,120,55.0,7892,6,5,1993,0.0,1199,1199,0,1199,0,2,0,2,5,0,1993.0,530,0,63,3,2008,5.187238619831478,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
124,125,20,48.0,17043,6,5,1998,0.0,1362,1586,0,1586,0,2,0,3,7,1,1979.0,435,192,0,1,2009,5.2576785748691846,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
125,126,190,60.0,6780,6,8,1982,0.0,520,520,0,754,1,1,0,2,5,0,1954.0,0,53,0,6,2006,4.926856708949693,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
126,127,120,50.0,4928,6,5,1976,0.0,1078,958,0,958,0,2,0,2,5,1,1977.0,440,0,205,2,2007,5.107209969647869,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
127,128,45,55.0,4388,5,7,1950,0.0,672,840,0,840,0,1,0,3,5,1,1954.0,0,0,0,6,2007,4.939519252618618,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
128,129,60,69.0,7590,6,5,1966,266.0,660,660,688,1348,0,1,1,3,6,1,1966.0,453,188,108,7,2006,5.190331698170292,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
129,130,20,69.0,8973,5,7,1991,85.0,1008,1053,0,1053,0,1,1,3,6,0,1998.0,750,0,80,7,2006,5.176091259055681,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
130,131,60,88.0,14200,7,6,1966,309.0,924,1216,941,2157,0,2,1,4,8,2,1966.0,487,105,66,5,2006,5.354108439147401,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
131,132,60,77.0,12224,6,5,2000,40.0,992,1022,1032,2054,1,2,1,3,7,1,2000.0,390,24,48,7,2009,5.38738982633873,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
132,133,20,75.0,7388,5,6,2002,0.0,1063,1327,0,1327,1,1,0,3,7,0,1974.0,624,0,0,7,2007,5.178257320812189,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
133,134,20,72.0,6853,8,5,2002,136.0,1267,1296,0,1296,1,2,0,2,6,0,2001.0,471,192,25,6,2009,5.342422680822207,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
134,135,20,78.0,10335,5,6,1993,0.0,1461,1721,0,1721,0,2,1,3,7,1,1968.0,440,0,96,7,2006,5.2552725051033065,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
135,136,20,80.0,10400,7,6,1970,288.0,1304,1682,0,1682,0,2,0,3,7,1,1970.0,530,98,0,5,2008,5.2405492482825995,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
136,137,20,54.0,10355,5,5,1967,196.0,1214,1214,0,1214,0,2,0,3,5,1,1967.0,318,0,111,7,2007,5.155336037465061,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
137,138,90,82.0,11070,7,5,1989,70.0,1907,1959,0,1959,0,3,0,5,9,0,1989.0,766,0,0,7,2006,5.232996110392154,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
138,139,60,73.0,9066,8,5,2000,320.0,1004,1004,848,1852,0,2,1,3,7,2,1999.0,660,224,106,12,2008,5.361727836017593,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
139,140,60,65.0,15426,6,5,1997,0.0,928,928,836,1764,1,2,1,3,7,0,1997.0,470,276,99,8,2009,5.364550995353972,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
